,season,day,landscape,year,method,wolf_seen
4741,autumn,mon,forest,2008,drone,False
4724,autumn,sun,grasslands,2008,human,False
3954,autumn,sun,mountains,2008,human,False
967,summer,tue,grasslands,2008,drone,False
322,autumn,fri,mountains,2008,drone,True
1830,winter,sat,grasslands,2008,drone,False
1865,winter,sun,hills,2008,human,False
970,spring,thu,forest,2008,drone,False
704,autumn,thu,hills,2008,human,True
3591,spring,sat,hills,2008,human,False
1344,autumn,sat,hills,2008,human,False
795,summer,tue,hills,2008,human,False
1355,winter,sun,grasslands,2008,human,False
682,autumn,sun,grasslands,2008,drone,True
896,summer,sun,hills,2008,robot-spy,False
5137,autumn,wed,mountains,2008,drone,False
4627,summer,sat,grasslands,2008,drone,False
2074,spring,wed,grasslands,2008,drone,False
3473,summer,tue,forest,2008,drone,False
2054,winter,thu,grasslands,2008,drone,False
5150,summer,tue,hills,2008,drone,False
1768,summer,fri,forest,2008,drone,False
3492,spring,wed,hills,2008,drone,False
87,spring,sat,grasslands,2008,human,True
2004,summer,fri,forest,2008,human,False
253,summer,fri,mountains,2008,human,True
3304,winter,tue,mountains,2008,human,False
3985,spring,thu,mountains,2008,human,False
1783,autumn,fri,hills,2008,drone,False
1784,autumn,fri,forest,2008,drone,False
3982,summer,fri,mountains,2008,drone,False
4758,spring,fri,mountains,2008,drone,False
1971,winter,fri,grasslands,2008,drone,False
1326,winter,thu,grasslands,2008,human,False
3948,winter,sun,grasslands,2008,drone,False
711,winter,fri,forest,2008,human,True
1958,spring,thu,grasslands,2008,drone,False
3626,spring,mon,hills,2008,human,False
1359,winter,fri,hills,2008,drone,False
2376,spring,mon,grasslands,2008,drone,False
4473,autumn,fri,grasslands,2008,human,False
4409,summer,sun,forest,2008,human,False
3268,autumn,mon,mountains,2008,drone,False
1567,spring,tue,forest,2008,human,False
1182,autumn,sun,grasslands,2008,drone,False
3208,spring,sun,forest,2008,human,False
3280,summer,tue,forest,2008,human,False
1620,summer,mon,forest,2008,robot-spy,False
1049,autumn,wed,mountains,2008,human,False
2455,spring,thu,grasslands,2008,human,False
2539,autumn,mon,forest,2008,drone,False
2538,spring,wed,grasslands,2008,human,False
3259,spring,tue,grasslands,2008,drone,False
740,spring,wed,hills,2008,human,True
3284,autumn,sat,hills,2008,drone,False
1576,autumn,tue,grasslands,2008,drone,False
5118,spring,tue,forest,2008,drone,False
4426,summer,sun,mountains,2008,drone,False
4461,spring,sun,grasslands,2008,drone,False
3732,autumn,sun,hills,2008,human,False
3265,autumn,mon,mountains,2008,human,False
2523,winter,wed,mountains,2008,human,False
3751,winter,tue,mountains,2008,human,False
1609,winter,thu,grasslands,2008,drone,False
4854,summer,sun,hills,2008,drone,False
552,winter,wed,hills,2008,drone,True
822,autumn,tue,grasslands,2008,drone,False
2446,summer,thu,grasslands,2008,drone,False
3754,spring,wed,grasslands,2008,drone,False
3876,spring,tue,grasslands,2008,drone,False
4852,winter,tue,mountains,2008,robot-spy,False
2394,autumn,fri,hills,2008,robot-spy,False
3191,spring,fri,mountains,2008,drone,False
2472,autumn,tue,grasslands,2008,human,False
587,spring,wed,hills,2008,drone,True
2574,autumn,mon,hills,2008,drone,False
819,summer,sat,forest,2008,human,False
3252,autumn,mon,mountains,2008,drone,False
1208,autumn,fri,hills,2008,human,False
219,autumn,tue,hills,2008,human,True
3242,winter,sun,mountains,2008,human,False
3286,spring,wed,forest,2008,drone,False
1599,spring,tue,forest,2008,drone,False
3173,summer,tue,forest,2008,drone,False
2383,spring,sun,mountains,2008,drone,False
929,spring,tue,grasslands,2008,drone,False
157,winter,tue,grasslands,2009,drone,True
1757,winter,sun,forest,2009,drone,False
3476,autumn,fri,hills,2009,drone,False
337,spring,mon,hills,2009,drone,True
5161,autumn,tue,grasslands,2009,drone,False
292,spring,fri,grasslands,2009,human,True
1995,spring,wed,mountains,2009,human,False
4612,autumn,thu,mountains,2009,human,False
156,winter,tue,grasslands,2009,human,True
31,autumn,thu,mountains,2009,drone,True
4778,winter,fri,mountains,2009,drone,False
5062,winter,sun,mountains,2009,robot-spy,False
2002,summer,tue,grasslands,2009,drone,False
418,winter,wed,mountains,2009,drone,True
4659,winter,sun,mountains,2009,human,False
3236,summer,sat,hills,2009,drone,False
2048,summer,sun,mountains,2009,human,False
2487,winter,thu,grasslands,2009,human,False
1199,winter,thu,mountains,2009,drone,False
672,winter,tue,forest,2009,human,True
2036,autumn,thu,grasslands,2009,human,False
90,winter,wed,grasslands,2009,drone,True
2030,spring,thu,forest,2009,robot-spy,False
2008,summer,wed,forest,2009,human,False
3991,spring,fri,forest,2009,robot-spy,False
1007,spring,tue,grasslands,2009,drone,False
803,summer,fri,grasslands,2009,robot-spy,False
2071,summer,sat,forest,2009,human,False
281,summer,thu,hills,2009,drone,True
168,winter,mon,forest,2009,human,True
2016,winter,mon,mountains,2009,drone,False
4159,summer,wed,grasslands,2009,human,False
2076,spring,sun,forest,2009,drone,False
1201,summer,sun,grasslands,2009,human,False
394,autumn,thu,mountains,2009,robot-spy,True
2691,spring,thu,grasslands,2009,drone,False
2881,spring,sun,mountains,2009,drone,False
3968,spring,sun,mountains,2009,drone,False
4258,summer,sat,grasslands,2009,drone,False
3569,spring,sun,hills,2009,drone,False
4156,autumn,wed,forest,2009,drone,False
1172,autumn,wed,mountains,2009,robot-spy,False
1341,autumn,wed,hills,2009,human,False
3575,spring,mon,forest,2009,drone,False
248,autumn,thu,hills,2009,drone,True
3579,autumn,sun,hills,2009,human,False
2599,summer,fri,grasslands,2009,drone,False
4969,summer,sat,forest,2009,robot-spy,False
4154,autumn,sun,forest,2009,human,False
860,autumn,sat,grasslands,2009,human,False
3581,summer,fri,grasslands,2009,human,False
4393,summer,mon,grasslands,2009,human,False
3187,spring,fri,mountains,2009,human,False
3836,spring,thu,forest,2009,drone,False
1833,summer,mon,mountains,2009,drone,False
3588,summer,wed,hills,2009,robot-spy,False
4240,autumn,thu,grasslands,2009,human,False
4246,winter,fri,mountains,2009,drone,False
3958,winter,wed,forest,2009,robot-spy,False
4133,spring,sun,grasslands,2009,human,False
1587,summer,wed,forest,2009,drone,False
3559,autumn,sat,grasslands,2009,drone,False
1902,spring,wed,forest,2009,drone,False
1586,winter,sun,hills,2009,drone,False
333,spring,thu,hills,2009,drone,True
3883,autumn,sat,hills,2009,drone,False
1964,summer,tue,mountains,2009,human,False
1114,autumn,sat,grasslands,2009,drone,False
932,summer,sat,forest,2009,drone,False
2617,spring,tue,hills,2009,drone,False
4937,spring,sat,grasslands,2009,robot-spy,False
987,autumn,sat,grasslands,2009,robot-spy,False
2895,spring,wed,mountains,2009,human,False
2978,spring,wed,hills,2009,robot-spy,False
180,winter,thu,grasslands,2009,drone,True
4269,summer,thu,forest,2009,drone,False
1548,summer,sun,forest,2009,human,False
2536,summer,mon,forest,2009,drone,False
4265,summer,mon,grasslands,2009,drone,False
4699,winter,wed,forest,2009,robot-spy,False
3211,winter,sun,forest,2009,human,False
3878,summer,fri,forest,2009,drone,False
1913,summer,mon,grasslands,2009,drone,False
4712,autumn,fri,forest,2009,drone,False
4716,winter,mon,forest,2009,human,False
2897,autumn,thu,mountains,2009,drone,False
2690,autumn,sun,hills,2009,human,False
959,spring,sat,hills,2009,robot-spy,False
1745,summer,sun,mountains,2009,human,False
1251,winter,fri,grasslands,2009,drone,False
2735,autumn,sun,forest,2009,human,False
1253,autumn,thu,mountains,2009,drone,False
3093,spring,wed,forest,2009,human,False
5030,winter,thu,hills,2009,human,False
3355,autumn,fri,grasslands,2009,drone,False
2421,winter,fri,grasslands,2009,drone,False
116,winter,fri,forest,2009,robot-spy,True
4841,summer,sat,hills,2009,human,False
365,winter,mon,forest,2009,human,True
3086,autumn,fri,mountains,2009,drone,False
4317,autumn,fri,hills,2009,drone,False
3367,winter,fri,forest,2009,human,False
4095,summer,sun,mountains,2009,drone,False
4457,autumn,wed,grasslands,2009,robot-spy,False
4540,winter,fri,forest,2009,human,False
2473,summer,sat,grasslands,2009,drone,False
2759,spring,sat,grasslands,2009,human,False
3799,winter,thu,grasslands,2009,human,False
3075,winter,sat,hills,2009,drone,False
811,spring,tue,forest,2009,human,False
1676,winter,sat,forest,2009,human,False
2298,spring,mon,grasslands,2009,human,False
2300,autumn,tue,hills,2009,human,False
2304,spring,tue,grasslands,2009,drone,False
1385,autumn,fri,forest,2009,drone,False
591,autumn,thu,grasslands,2009,drone,True
1384,winter,sun,grasslands,2009,robot-spy,False
229,spring,thu,hills,2009,human,True
3112,summer,tue,forest,2009,drone,False
306,winter,tue,mountains,2009,drone,True
4491,autumn,tue,hills,2009,human,False
5111,winter,wed,forest,2009,robot-spy,False
3898,winter,fri,hills,2009,human,False
2350,spring,sat,mountains,2009,drone,False
1399,autumn,wed,hills,2009,drone,False
232,autumn,wed,hills,2009,human,True
4824,autumn,tue,hills,2009,drone,False
1842,spring,thu,mountains,2009,human,False
4166,winter,wed,mountains,2009,robot-spy,False
3324,spring,thu,grasslands,2009,human,False
4500,spring,sat,forest,2009,drone,False
2331,winter,tue,grasslands,2009,drone,False
3700,summer,thu,mountains,2009,drone,False
3283,spring,sun,forest,2009,drone,False
944,summer,thu,grasslands,2009,human,False
4955,summer,tue,mountains,2009,drone,False
3316,summer,fri,forest,2009,drone,False
1155,summer,wed,forest,2009,human,False
4097,winter,sun,mountains,2009,human,False
4037,winter,tue,forest,2009,drone,False
1414,summer,sat,forest,2009,drone,False
3654,winter,thu,forest,2009,drone,False
954,winter,mon,grasslands,2009,drone,False
3737,summer,sun,hills,2009,drone,False
1370,spring,tue,grasslands,2009,drone,False
2128,spring,tue,mountains,2009,drone,False
3422,winter,thu,mountains,2009,drone,False
1390,autumn,wed,forest,2009,human,False
2159,spring,sat,mountains,2009,drone,False
3738,winter,mon,mountains,2009,robot-spy,False
5078,winter,wed,hills,2009,human,False
4782,winter,wed,hills,2009,human,False
3808,winter,sun,grasslands,2009,drone,False
1077,spring,thu,hills,2009,drone,False
1482,autumn,fri,forest,2009,human,False
883,winter,sat,mountains,2009,drone,False
1723,spring,thu,grasslands,2009,human,False
1743,spring,thu,hills,2009,drone,False
4110,autumn,fri,forest,2009,drone,False
3406,autumn,wed,hills,2009,drone,False
4560,autumn,wed,mountains,2009,drone,False
2451,spring,thu,hills,2009,human,False
97,spring,tue,grasslands,2009,human,True
571,autumn,tue,hills,2009,human,True
3399,winter,thu,hills,2009,human,False
942,autumn,tue,forest,2010,robot-spy,False
3897,autumn,sat,hills,2010,drone,False
928,spring,thu,hills,2010,human,False
191,spring,tue,mountains,2010,human,True
3967,autumn,wed,mountains,2010,drone,False
878,spring,fri,mountains,2010,drone,False
3717,spring,fri,grasslands,2010,drone,False
251,autumn,tue,mountains,2010,drone,True
5129,summer,sat,hills,2010,human,False
3933,summer,tue,hills,2010,drone,False
960,spring,sun,hills,2010,drone,False
5171,winter,sat,forest,2010,drone,False
3790,autumn,thu,grasslands,2010,human,False
188,summer,wed,hills,2010,human,True
349,winter,wed,mountains,2010,drone,True
2969,autumn,sat,hills,2010,drone,False
3437,winter,mon,hills,2010,robot-spy,False
432,winter,wed,mountains,2010,drone,True
3447,summer,wed,mountains,2010,human,False
243,winter,wed,hills,2010,drone,True
1068,summer,thu,forest,2010,drone,False
3141,spring,thu,grasslands,2010,human,False
5174,summer,sun,forest,2010,drone,False
376,autumn,fri,mountains,2010,human,True
5103,autumn,tue,mountains,2010,human,False
4004,winter,sat,forest,2010,drone,False
4222,winter,sun,mountains,2010,human,False
3512,spring,mon,hills,2010,human,False
3515,winter,sat,hills,2010,robot-spy,False
3822,autumn,sat,hills,2010,robot-spy,False
1021,summer,wed,hills,2010,robot-spy,False
3077,winter,tue,hills,2010,robot-spy,False
5117,winter,mon,grasslands,2010,human,False
4043,spring,sat,grasslands,2010,human,False
3522,spring,thu,grasslands,2010,human,False
4044,summer,tue,hills,2010,robot-spy,False
336,winter,wed,mountains,2010,human,True
3678,autumn,mon,forest,2010,drone,False
3084,spring,mon,grasslands,2010,robot-spy,False
354,autumn,fri,mountains,2010,drone,True
3969,summer,thu,hills,2010,drone,False
3820,spring,mon,hills,2010,robot-spy,False
3620,winter,wed,mountains,2010,drone,False
3781,spring,wed,grasslands,2010,drone,False
3542,summer,sun,forest,2010,drone,False
318,winter,sat,mountains,2010,drone,True
3056,winter,mon,mountains,2010,robot-spy,False
3663,summer,sun,hills,2010,drone,False
3806,summer,sun,mountains,2010,human,False
3425,winter,wed,mountains,2010,drone,False
981,winter,sat,forest,2010,drone,False
3661,winter,wed,forest,2010,drone,False
4100,spring,sun,forest,2010,drone,False
3729,summer,fri,hills,2010,drone,False
5165,spring,sun,forest,2010,human,False
3935,autumn,fri,grasslands,2010,drone,False
3364,summer,sun,forest,2010,drone,False
404,winter,fri,mountains,2010,drone,True
1431,winter,sat,mountains,2010,drone,False
2567,autumn,fri,forest,2010,drone,False
1840,autumn,thu,forest,2010,drone,False
2343,winter,fri,mountains,2010,drone,False
499,winter,tue,grasslands,2010,drone,True
4493,summer,tue,mountains,2010,drone,False
4970,summer,sat,forest,2010,drone,False
2791,autumn,thu,mountains,2010,drone,False
4496,autumn,thu,hills,2010,drone,False
1350,autumn,sun,hills,2010,drone,False
125,autumn,mon,hills,2010,drone,True
2797,autumn,mon,hills,2010,human,False
495,autumn,wed,grasslands,2010,drone,True
2804,winter,fri,forest,2010,drone,False
1243,winter,thu,forest,2010,drone,False
4363,spring,sat,forest,2010,drone,False
1430,autumn,sun,hills,2010,human,False
2820,spring,thu,grasslands,2010,robot-spy,False
1374,summer,sat,forest,2010,drone,False
1556,autumn,sat,grasslands,2010,drone,False
2006,summer,fri,mountains,2010,human,False
705,winter,thu,hills,2010,drone,True
4879,spring,mon,forest,2010,drone,False
604,winter,wed,mountains,2010,robot-spy,True
167,autumn,mon,mountains,2010,robot-spy,True
2319,spring,sat,mountains,2010,drone,False
1544,summer,thu,mountains,2010,drone,False
2017,summer,thu,mountains,2010,drone,False
1310,spring,mon,grasslands,2010,drone,False
610,winter,tue,grasslands,2010,robot-spy,True
4787,spring,tue,grasslands,2010,robot-spy,False
2349,spring,wed,mountains,2010,human,False
2778,autumn,sun,forest,2010,human,False
1843,spring,mon,mountains,2010,human,False
1584,spring,fri,hills,2010,robot-spy,False
1339,winter,sat,hills,2010,human,False
1652,autumn,thu,hills,2010,robot-spy,False
2693,autumn,fri,grasslands,2010,drone,False
2684,autumn,mon,mountains,2010,drone,False
2439,spring,tue,hills,2010,drone,False
1224,spring,thu,grasslands,2010,drone,False
1336,summer,mon,hills,2010,human,False
72,summer,fri,grasslands,2010,robot-spy,True
4704,autumn,thu,hills,2010,drone,False
4817,winter,wed,mountains,2010,robot-spy,False
2726,spring,tue,grasslands,2010,human,False
2416,spring,sun,hills,2010,human,False
1627,spring,sun,hills,2010,drone,False
76,winter,mon,forest,2010,drone,True
484,autumn,thu,forest,2010,drone,True
582,autumn,fri,hills,2010,human,True
5072,autumn,mon,mountains,2010,drone,False
2682,autumn,mon,grasslands,2010,human,False
1949,summer,fri,hills,2010,drone,False
5038,winter,tue,forest,2010,drone,False
1608,summer,fri,hills,2010,human,False
4842,autumn,sun,mountains,2010,drone,False
161,summer,fri,grasslands,2010,human,True
2756,autumn,fri,forest,2010,drone,False
4348,autumn,wed,mountains,2010,human,False
135,winter,tue,hills,2010,human,True
2760,autumn,wed,forest,2010,drone,False
743,autumn,fri,grasslands,2010,drone,True
1849,spring,sat,hills,2010,drone,False
501,winter,mon,hills,2010,drone,True
4326,autumn,thu,forest,2010,drone,False
2607,summer,tue,hills,2010,drone,False
1713,winter,sat,forest,2010,drone,False
4513,winter,sun,grasslands,2010,drone,False
2231,autumn,wed,grasslands,2010,drone,False
4923,summer,mon,hills,2010,drone,False
2550,summer,wed,grasslands,2010,drone,False
1425,winter,mon,forest,2010,drone,False
4967,winter,sat,hills,2010,human,False
2903,spring,mon,grasslands,2010,drone,False
2212,autumn,mon,hills,2010,drone,False
2125,autumn,sun,forest,2010,human,False
2557,summer,tue,forest,2010,drone,False
112,autumn,mon,forest,2010,drone,True
2203,winter,sat,mountains,2010,human,False
4262,spring,sat,grasslands,2010,human,False
4557,autumn,thu,grasslands,2010,robot-spy,False
2918,autumn,wed,forest,2010,drone,False
2920,autumn,fri,forest,2010,drone,False
1811,spring,fri,grasslands,2010,human,False
1441,summer,sat,hills,2010,human,False
2930,summer,sun,hills,2010,human,False
4749,spring,thu,forest,2010,drone,False
2127,autumn,sun,grasslands,2010,drone,False
4255,spring,wed,mountains,2010,drone,False
5018,autumn,mon,grasslands,2010,drone,False
1361,summer,wed,grasslands,2010,drone,False
30,winter,mon,mountains,2010,drone,True
4567,spring,thu,hills,2010,drone,False
60,autumn,wed,grasslands,2010,drone,True
4572,winter,wed,grasslands,2010,drone,False
1102,summer,mon,mountains,2010,drone,False
2568,spring,sat,forest,2010,human,False
16,spring,mon,hills,2010,drone,True
113,spring,tue,hills,2010,drone,True
2217,winter,mon,hills,2010,drone,False
1661,autumn,thu,mountains,2010,drone,False
4779,summer,sun,mountains,2010,human,False
2597,spring,tue,grasslands,2010,drone,False
34,spring,tue,mountains,2010,drone,True
2273,autumn,fri,mountains,2010,drone,False
478,autumn,thu,forest,2010,drone,True
1509,autumn,wed,grasslands,2010,drone,False
529,winter,tue,mountains,2010,human,True
2870,spring,thu,forest,2010,drone,False
2053,autumn,sat,mountains,2010,drone,False
4893,spring,mon,grasslands,2010,drone,False
1735,summer,wed,hills,2010,drone,False
2099,autumn,mon,mountains,2010,drone,False
2590,winter,thu,hills,2010,drone,False
2584,autumn,wed,grasslands,2010,drone,False
23,winter,thu,grasslands,2010,robot-spy,True
4754,autumn,mon,hills,2011,drone,False
62,winter,fri,hills,2011,drone,True
1890,winter,sat,grasslands,2011,human,False
1894,autumn,thu,mountains,2011,human,False
3199,spring,fri,hills,2011,robot-spy,False
2519,winter,sat,grasslands,2011,drone,False
3222,spring,wed,mountains,2011,drone,False
65,autumn,fri,forest,2011,drone,True
1340,spring,mon,hills,2011,drone,False
1879,summer,thu,mountains,2011,drone,False
549,autumn,sun,grasslands,2011,human,True
542,winter,thu,grasslands,2011,robot-spy,True
1802,spring,mon,hills,2011,human,False
4107,autumn,fri,mountains,2011,robot-spy,False
833,autumn,sun,mountains,2011,drone,False
1819,summer,sat,hills,2011,drone,False
3207,summer,thu,mountains,2011,human,False
3957,spring,sun,mountains,2011,robot-spy,False
544,autumn,wed,forest,2011,human,True
2541,winter,sat,hills,2011,drone,False
3596,winter,mon,grasslands,2011,drone,False
138,spring,fri,forest,2011,drone,True
3221,spring,tue,hills,2011,human,False
3612,spring,thu,forest,2011,robot-spy,False
3590,winter,thu,forest,2011,drone,False
4436,winter,thu,mountains,2011,drone,False
5047,summer,wed,mountains,2011,drone,False
3240,autumn,wed,mountains,2011,drone,False
1343,autumn,fri,grasslands,2011,drone,False
3243,autumn,sun,grasslands,2011,human,False
3964,summer,mon,mountains,2011,human,False
3610,autumn,tue,forest,2011,drone,False
1866,autumn,thu,mountains,2011,drone,False
66,autumn,fri,hills,2011,human,True
4407,spring,mon,forest,2011,drone,False
4121,winter,mon,forest,2011,drone,False
547,winter,wed,hills,2011,drone,True
4445,winter,sun,mountains,2011,human,False
2518,spring,sun,hills,2011,human,False
11,winter,thu,forest,2011,human,True
1219,summer,wed,hills,2011,drone,False
3369,spring,sun,hills,2011,human,False
623,winter,fri,forest,2011,drone,True
4532,autumn,wed,forest,2011,drone,False
4630,spring,wed,grasslands,2011,human,False
1005,summer,mon,grasslands,2011,drone,False
618,spring,sat,hills,2011,robot-spy,True
4637,winter,tue,grasslands,2011,robot-spy,False
4638,winter,mon,forest,2011,drone,False
4049,winter,wed,hills,2011,human,False
3999,autumn,tue,hills,2011,drone,False
3479,spring,wed,mountains,2011,human,False
3485,winter,sat,hills,2011,drone,False
4650,spring,fri,hills,2011,drone,False
611,winter,sun,mountains,2011,drone,True
2028,spring,wed,forest,2011,drone,False
2082,summer,thu,grasslands,2011,drone,False
2248,spring,mon,forest,2011,drone,False
4621,summer,mon,grasslands,2011,robot-spy,False
3456,summer,wed,mountains,2011,human,False
4021,summer,sat,hills,2011,drone,False
4026,winter,tue,hills,2011,drone,False
2141,summer,sun,forest,2011,drone,False
4566,summer,wed,hills,2011,drone,False
881,summer,tue,forest,2011,drone,False
645,spring,tue,grasslands,2011,drone,True
1022,autumn,mon,grasslands,2011,drone,False
2012,spring,mon,mountains,2011,drone,False
4558,autumn,wed,hills,2011,drone,False
640,winter,sun,grasslands,2011,drone,True
3391,autumn,tue,hills,2011,human,False
2220,autumn,fri,forest,2011,drone,False
241,summer,tue,hills,2011,human,True
2233,summer,sat,hills,2011,drone,False
3452,winter,fri,grasslands,2011,drone,False
3377,winter,sun,grasslands,2011,drone,False
3401,summer,thu,mountains,2011,robot-spy,False
1054,spring,sat,forest,2011,drone,False
4658,autumn,mon,mountains,2011,human,False
677,spring,mon,grasslands,2011,robot-spy,True
1955,summer,wed,hills,2011,human,False
3532,autumn,wed,mountains,2011,drone,False
4084,summer,sat,hills,2011,human,False
4085,autumn,sun,mountains,2011,robot-spy,False
986,autumn,tue,hills,2011,human,False
585,spring,wed,hills,2011,human,True
2402,autumn,sat,hills,2011,drone,False
4696,winter,sat,hills,2011,human,False
2406,spring,thu,hills,2011,human,False
580,autumn,mon,grasslands,2011,drone,True
4698,autumn,thu,grasslands,2011,drone,False
4706,summer,tue,forest,2011,drone,False
2442,summer,sat,hills,2011,drone,False
3267,spring,sun,hills,2011,drone,False
823,spring,tue,mountains,2011,drone,False
80,autumn,fri,forest,2011,drone,True
2378,spring,sun,grasslands,2011,drone,False
3842,winter,tue,grasslands,2011,drone,False
1236,spring,fri,hills,2011,robot-spy,False
3331,summer,sat,grasslands,2011,drone,False
4663,autumn,thu,mountains,2011,drone,False
4993,autumn,fri,hills,2011,drone,False
7,spring,fri,mountains,2011,drone,True
2337,winter,tue,mountains,2011,robot-spy,False
3322,summer,tue,grasslands,2011,drone,False
85,winter,wed,grasslands,2011,robot-spy,True
4060,spring,tue,hills,2011,robot-spy,False
84,spring,thu,mountains,2011,human,True
3980,spring,thu,grasslands,2011,drone,False
4075,autumn,mon,hills,2011,human,False
4489,autumn,sat,hills,2011,drone,False
4684,spring,fri,hills,2011,drone,False
2368,winter,thu,grasslands,2011,robot-spy,False
895,spring,wed,hills,2011,human,False
3622,winter,fri,mountains,2011,human,False
1975,summer,mon,forest,2011,drone,False
4756,summer,fri,mountains,2011,drone,False
356,winter,fri,forest,2011,drone,True
53,winter,mon,hills,2011,drone,True
1630,summer,sat,mountains,2011,drone,False
2880,summer,thu,forest,2011,human,False
1424,winter,sat,mountains,2011,drone,False
4833,summer,tue,mountains,2011,human,False
4831,winter,mon,mountains,2011,human,False
274,autumn,wed,grasslands,2011,drone,True
1075,spring,mon,grasslands,2011,drone,False
2709,autumn,fri,grasslands,2011,drone,False
2896,winter,fri,grasslands,2011,human,False
4827,autumn,thu,mountains,2011,human,False
2854,autumn,sun,hills,2011,drone,False
434,summer,mon,mountains,2011,drone,True
3711,spring,fri,forest,2011,human,False
4904,spring,thu,mountains,2011,drone,False
3902,summer,thu,mountains,2011,drone,False
4342,summer,sat,forest,2011,drone,False
1523,autumn,tue,hills,2011,drone,False
1667,winter,fri,forest,2011,human,False
4165,summer,wed,grasslands,2011,robot-spy,False
2909,spring,wed,forest,2011,robot-spy,False
4164,summer,mon,hills,2011,drone,False
3124,autumn,thu,mountains,2011,human,False
3063,winter,sat,hills,2011,drone,False
3127,spring,mon,hills,2011,drone,False
4953,autumn,thu,forest,2011,drone,False
3893,winter,fri,hills,2011,human,False
4837,winter,mon,forest,2011,drone,False
300,spring,wed,hills,2011,human,True
768,winter,sat,grasslands,2011,human,True
4304,autumn,sun,forest,2011,drone,False
3069,spring,mon,hills,2011,drone,False
17,winter,sun,forest,2011,drone,True
4309,autumn,thu,grasslands,2011,drone,False
5162,spring,fri,forest,2011,drone,False
1481,autumn,fri,grasslands,2011,drone,False
285,spring,tue,forest,2011,human,True
1419,summer,tue,mountains,2011,drone,False
1497,winter,mon,forest,2011,robot-spy,False
4846,summer,thu,forest,2011,drone,False
850,winter,wed,grasslands,2011,human,False
1469,winter,sat,hills,2011,robot-spy,False
1602,autumn,wed,grasslands,2011,human,False
4312,winter,thu,hills,2011,drone,False
49,spring,mon,mountains,2011,drone,True
1467,winter,sun,hills,2011,drone,False
3887,autumn,wed,hills,2011,drone,False
2748,autumn,wed,mountains,2011,human,False
2876,spring,wed,hills,2011,drone,False
1462,autumn,fri,mountains,2011,drone,False
1131,autumn,wed,hills,2011,drone,False
1624,spring,mon,hills,2011,human,False
3727,spring,mon,mountains,2011,drone,False
2790,spring,wed,hills,2011,robot-spy,False
4203,autumn,sat,forest,2011,robot-spy,False
1080,summer,sat,mountains,2011,drone,False
1671,autumn,mon,forest,2011,drone,False
4264,spring,wed,mountains,2011,robot-spy,False
4157,spring,tue,hills,2011,human,False
462,autumn,fri,mountains,2011,drone,True
152,autumn,fri,mountains,2011,drone,True
4780,autumn,wed,grasslands,2011,drone,False
2829,summer,mon,grasslands,2011,drone,False
781,autumn,fri,hills,2011,human,True
3932,autumn,sun,mountains,2011,drone,False
3837,autumn,wed,mountains,2011,human,False
1541,winter,sun,mountains,2011,drone,False
3861,winter,wed,hills,2011,robot-spy,False
1752,autumn,sun,grasslands,2011,drone,False
4777,spring,sat,mountains,2011,drone,False
3644,autumn,tue,mountains,2011,robot-spy,False
1765,winter,sat,grasslands,2011,human,False
4768,autumn,tue,forest,2011,human,False
3179,summer,mon,mountains,2011,drone,False
839,winter,sun,hills,2011,drone,False
2944,spring,mon,mountains,2011,drone,False
2947,autumn,fri,mountains,2011,drone,False
412,winter,wed,hills,2011,drone,True
4386,autumn,wed,forest,2011,drone,False
291,winter,fri,grasslands,2011,drone,True
1527,spring,fri,grasslands,2011,robot-spy,False
3632,winter,tue,hills,2011,drone,False
1084,winter,tue,grasslands,2011,robot-spy,False
3628,summer,fri,forest,2011,drone,False
1012,spring,fri,forest,2011,drone,False
2681,winter,tue,grasslands,2011,drone,False
3833,summer,fri,mountains,2011,drone,False
4788,autumn,sat,grasslands,2011,drone,False
526,winter,wed,forest,2011,human,True
1672,summer,wed,forest,2011,human,False
2983,summer,thu,hills,2011,drone,False
2917,autumn,thu,hills,2011,drone,False
2844,winter,mon,grasslands,2011,human,False
259,spring,tue,hills,2011,robot-spy,True
2822,summer,fri,grasslands,2011,drone,False
4810,spring,wed,mountains,2011,drone,False
949,spring,wed,mountains,2011,drone,False
3137,autumn,tue,forest,2011,human,False
3152,winter,sun,grasslands,2011,human,False
2824,winter,tue,hills,2011,robot-spy,False
4256,spring,sat,mountains,2011,drone,False
1682,spring,thu,mountains,2011,robot-spy,False
2973,summer,fri,forest,2011,drone,False
2644,summer,mon,hills,2011,robot-spy,False
4803,summer,thu,forest,2011,drone,False
3142,winter,fri,forest,2011,drone,False
3037,autumn,fri,mountains,2011,human,False
4881,spring,fri,grasslands,2011,drone,False
420,spring,wed,grasslands,2011,drone,True
2971,autumn,thu,forest,2011,drone,False
1703,winter,wed,grasslands,2011,robot-spy,False
1499,summer,mon,forest,2012,robot-spy,False
3464,winter,sun,forest,2012,drone,False
5131,spring,mon,hills,2012,human,False
2045,summer,wed,grasslands,2012,drone,False
2050,spring,mon,forest,2012,drone,False
1521,winter,sun,mountains,2012,drone,False
762,spring,wed,forest,2012,robot-spy,True
4940,spring,sat,forest,2012,drone,False
287,autumn,sat,hills,2012,drone,True
1790,winter,mon,mountains,2012,human,False
4629,winter,mon,forest,2012,drone,False
2160,spring,sat,hills,2012,drone,False
3839,winter,mon,mountains,2012,drone,False
2157,autumn,thu,forest,2012,robot-spy,False
